Packet Number	Timestamp	Relative Time	Packet Size	Payload Length	Source IP	Source Port	Destination IP	Destination Port	IP Protocol	TCP Flags	TTL	Src Checksum	Dst Checksum	Validity
1	May 26 2024 20:56:15.000000 IST	1716737175	60	16	34.107.221.82	80	10.0.2.15	60176	6	0x1200	64	0xCF62	0xCF62	valid
2	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.107.221.82	80	10.0.2.15	60176	6	0x1000	64	0xE5F2	0xE5F2	valid
3	May 26 2024 20:56:15.000000 IST	1716737175	352	312	34.107.221.82	80	10.0.2.15	60176	6	0x1800	64	0xF70F	0xF70F	valid
4	May 26 2024 20:56:15.000000 IST	1716737175	60	16	34.107.221.82	80	10.0.2.15	60190	6	0x1200	64	0xF600	0xF600	valid
5	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.107.221.82	80	10.0.2.15	60190	6	0x1000	64	0x0C80	0x0C80	valid
6	May 26 2024 20:56:15.000000 IST	1716737175	270	230	34.107.221.82	80	10.0.2.15	60190	6	0x1800	64	0xAA36	0xAA36	valid
7	May 26 2024 20:56:15.000000 IST	1716737175	60	16	34.149.100.209	443	10.0.2.15	56776	6	0x1200	64	0xDA3B	0xDA3B	valid
8	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.149.100.209	443	10.0.2.15	56776	6	0x1000	64	0xEF4B	0xEF4B	valid
9	May 26 2024 20:56:15.000000 IST	1716737175	2878	2838	34.149.100.209	443	10.0.2.15	56776	6	0x1800	64	0x9E97	0x2346	invalid
10	May 26 2024 20:56:15.000000 IST	1716737175	400	360	34.149.100.209	443	10.0.2.15	56776	6	0x1800	64	0x8852	0x8852	valid
11	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.149.100.209	443	10.0.2.15	56776	6	0x1000	64	0xE2E8	0xE2E8	valid
12	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.149.100.209	443	10.0.2.15	56776	6	0x1100	64	0xE2E7	0xE2E7	valid
13	May 26 2024 20:56:15.000000 IST	1716737175	60	16	34.117.188.166	443	10.0.2.15	49012	6	0x1200	64	0x39FB	0x39FB	valid
14	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49012	6	0x1000	64	0x4F14	0x4F14	valid
15	May 26 2024 20:56:15.000000 IST	1716737175	2878	2838	34.117.188.166	443	10.0.2.15	49012	6	0x1800	64	0xF64C	0x8ADF	invalid
16	May 26 2024 20:56:15.000000 IST	1716737175	312	272	34.117.188.166	443	10.0.2.15	49012	6	0x1800	64	0xB281	0xB281	valid
17	May 26 2024 20:56:15.000000 IST	1716737175	60	16	184.84.232.81	80	10.0.2.15	48238	6	0x1200	64	0x77E3	0x77E3	valid
18	May 26 2024 20:56:15.000000 IST	1716737175	60	16	184.84.232.81	80	10.0.2.15	48244	6	0x1200	64	0xBC15	0xBC15	valid
19	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.81	80	10.0.2.15	48244	6	0x1000	64	0xD21C	0xD21C	valid
20	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.81	80	10.0.2.15	48238	6	0x1000	64	0x8DEA	0x8DEA	valid
21	May 26 2024 20:56:15.000000 IST	1716737175	942	902	184.84.232.81	80	10.0.2.15	48244	6	0x1800	64	0x320E	0x320E	valid
22	May 26 2024 20:56:15.000000 IST	1716737175	942	902	184.84.232.81	80	10.0.2.15	48238	6	0x1800	64	0x0699	0x0699	valid
23	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.81	80	10.0.2.15	48238	6	0x1000	64	0x8A71	0x8A71	valid
24	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.81	80	10.0.2.15	48244	6	0x1000	64	0xCEA3	0xCEA3	valid
25	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.81	80	10.0.2.15	48238	6	0x1100	64	0x8A70	0x8A70	valid
26	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.107.221.82	80	10.0.2.15	60190	6	0x1000	64	0x0BA7	0x0BA7	valid
27	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.81	80	10.0.2.15	48244	6	0x1100	64	0xCEA2	0xCEA2	valid
28	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.107.221.82	80	10.0.2.15	60176	6	0x1000	64	0xE4C7	0xE4C7	valid
29	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.107.221.82	80	10.0.2.15	60190	6	0x1100	64	0x0BA6	0x0BA6	valid
30	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.107.221.82	80	10.0.2.15	60176	6	0x1100	64	0xE4C6	0xE4C6	valid
31	May 26 2024 20:56:15.000000 IST	1716737175	60	16	184.84.232.79	80	10.0.2.15	34448	6	0x1200	64	0xF4AD	0xF4AD	valid
32	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.79	80	10.0.2.15	34448	6	0x1000	64	0x0AB5	0x0AB5	valid
33	May 26 2024 20:56:15.000000 IST	1716737175	942	902	184.84.232.79	80	10.0.2.15	34448	6	0x1800	64	0x6DA4	0x6DA4	valid
34	May 26 2024 20:56:15.000000 IST	1716737175	60	20	184.84.232.79	80	10.0.2.15	34448	6	0x1000	64	0x0587	0x0587	valid
35	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49012	6	0x1000	64	0x42CA	0x42CA	valid
36	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49012	6	0x1000	64	0x4220	0x4220	valid
37	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49012	6	0x1000	64	0x41F9	0x41F9	valid
38	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49012	6	0x1000	64	0x41E0	0x41E0	valid
39	May 26 2024 20:56:15.000000 IST	1716737175	942	902	184.84.232.79	80	10.0.2.15	34448	6	0x1800	64	0x52A1	0x52A1	valid
40	May 26 2024 20:56:15.000000 IST	1716737175	671	631	34.117.188.166	443	10.0.2.15	49012	6	0x1800	64	0x1ED0	0x1ED0	valid
41	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49012	6	0x1100	64	0x3F76	0x3F76	valid
42	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49012	6	0x1400	255	0xD772	0xD772	valid
43	May 26 2024 20:56:15.000000 IST	1716737175	60	16	34.117.188.166	443	10.0.2.15	49022	6	0x1200	64	0xA30F	0xA30F	valid
44	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49022	6	0x1000	64	0xB828	0xB828	valid
45	May 26 2024 20:56:15.000000 IST	1716737175	2878	2838	34.117.188.166	443	10.0.2.15	49022	6	0x1800	64	0xF64C	0xDAF4	invalid
46	May 26 2024 20:56:15.000000 IST	1716737175	312	272	34.117.188.166	443	10.0.2.15	49022	6	0x1800	64	0x629C	0x629C	valid
47	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49022	6	0x1000	64	0xABDE	0xABDE	valid
48	May 26 2024 20:56:15.000000 IST	1716737175	640	600	34.117.188.166	443	10.0.2.15	49022	6	0x1800	64	0x6A23	0x6A23	valid
49	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49022	6	0x1000	64	0xA8EA	0xA8EA	valid
50	May 26 2024 20:56:15.000000 IST	1716737175	85	45	34.117.188.166	443	10.0.2.15	49022	6	0x1800	64	0xD16A	0xD16A	valid
51	May 26 2024 20:56:15.000000 IST	1716737175	60	20	34.117.188.166	443	10.0.2.15	49022	6	0x1000	64	0xA7FF	0xA7FF	valid
52	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.117.188.166	443	10.0.2.15	49022	6	0x1000	64	0xA7E0	0xA7E0	valid
53	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.149.97.1	443	10.0.2.15	47680	6	0x1200	64	0x5BF9	0x5BF9	valid
54	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47680	6	0x1000	64	0x710D	0x710D	valid
55	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.160.144.191	443	10.0.2.15	45586	6	0x1200	64	0xAAE2	0xAAE2	valid
56	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.160.144.191	443	10.0.2.15	45586	6	0x1000	64	0xC1C7	0xC1C7	valid
57	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.149.97.1	443	10.0.2.15	47682	6	0x1200	64	0xE3C6	0xE3C6	valid
58	May 26 2024 20:56:16.000000 IST	1716737176	1466	1426	34.149.97.1	443	10.0.2.15	47680	6	0x1800	64	0x8AED	0x8AED	valid
59	May 26 2024 20:56:16.000000 IST	1716737176	1514	1474	34.149.97.1	443	10.0.2.15	47680	6	0x1000	64	0x9C3E	0x9C3E	valid
60	May 26 2024 20:56:16.000000 IST	1716737176	351	311	34.149.97.1	443	10.0.2.15	47680	6	0x1800	64	0x03BB	0x03BB	valid
61	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47682	6	0x1000	64	0xF8DA	0xF8DA	valid
62	May 26 2024 20:56:16.000000 IST	1716737176	1466	1426	34.160.144.191	443	10.0.2.15	45586	6	0x1800	64	0x462B	0x462B	valid
63	May 26 2024 20:56:16.000000 IST	1716737176	1514	1474	34.160.144.191	443	10.0.2.15	45586	6	0x1000	64	0x121C	0x121C	valid
64	May 26 2024 20:56:16.000000 IST	1716737176	200	160	34.160.144.191	443	10.0.2.15	45586	6	0x1800	64	0x6A42	0x6A42	valid
65	May 26 2024 20:56:16.000000 IST	1716737176	2878	2838	34.149.97.1	443	10.0.2.15	47682	6	0x1800	64	0x9AC7	0x52CB	invalid
66	May 26 2024 20:56:16.000000 IST	1716737176	399	359	34.149.97.1	443	10.0.2.15	47682	6	0x1800	64	0xBC12	0xBC12	valid
67	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.160.144.191	443	10.0.2.15	45586	6	0x1000	64	0xB5A0	0xB5A0	valid
68	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47680	6	0x1000	64	0x646C	0x646C	valid
69	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47680	6	0x1000	64	0x63C2	0x63C2	valid
70	May 26 2024 20:56:16.000000 IST	1716737176	349	309	34.160.144.191	443	10.0.2.15	45586	6	0x1800	64	0x77B1	0x77B1	valid
71	May 26 2024 20:56:16.000000 IST	1716737176	123	83	34.160.144.191	443	10.0.2.15	45586	6	0x1800	64	0x506B	0x506B	valid
72	May 26 2024 20:56:16.000000 IST	1716737176	640	600	34.149.97.1	443	10.0.2.15	47680	6	0x1800	64	0x5238	0x5238	valid
73	May 26 2024 20:56:16.000000 IST	1716737176	85	45	34.149.97.1	443	10.0.2.15	47680	6	0x1800	64	0xA0E6	0xA0E6	valid
74	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47680	6	0x1000	64	0x613A	0x613A	valid
75	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47682	6	0x1000	64	0xEC39	0xEC39	valid
76	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47682	6	0x1000	64	0xEB7E	0xEB7E	valid
77	May 26 2024 20:56:16.000000 IST	1716737176	671	631	34.149.97.1	443	10.0.2.15	47682	6	0x1800	64	0x519B	0x519B	valid
78	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47682	6	0x1000	64	0xE8FD	0xE8FD	valid
79	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47682	6	0x1000	64	0xE8FC	0xE8FC	valid
80	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.149.97.1	443	10.0.2.15	47682	6	0x1100	64	0xE8FB	0xE8FB	valid
81	May 26 2024 20:56:16.000000 IST	1716737176	60	20	184.84.232.79	80	10.0.2.15	34448	6	0x1000	64	0x0059	0x0059	valid
82	May 26 2024 20:56:16.000000 IST	1716737176	942	902	184.84.232.79	80	10.0.2.15	34448	6	0x1800	64	0x818C	0x818C	valid
83	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.120.237.76	443	10.0.2.15	34892	6	0x1200	64	0x2C3E	0x2C3E	valid
84	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.120.237.76	443	10.0.2.15	34916	6	0x1200	64	0xEDB9	0xEDB9	valid
85	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.120.237.76	443	10.0.2.15	34912	6	0x1200	64	0x5F53	0x5F53	valid
86	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.120.237.76	443	10.0.2.15	34898	6	0x1200	64	0xCB30	0xCB30	valid
87	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.120.237.76	443	10.0.2.15	34920	6	0x1200	64	0x320A	0x320A	valid
88	May 26 2024 20:56:16.000000 IST	1716737176	60	16	34.120.237.76	443	10.0.2.15	34918	6	0x1200	64	0x012B	0x012B	valid
89	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0x02D2	0x02D2	valid
90	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34892	6	0x1000	64	0x4156	0x4156	valid
91	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34912	6	0x1000	64	0x746B	0x746B	valid
92	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34920	6	0x1000	64	0x4722	0x4722	valid
93	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34918	6	0x1000	64	0x1643	0x1643	valid
94	May 26 2024 20:56:16.000000 IST	1716737176	2878	2838	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x26F6	0xAFC0	invalid
95	May 26 2024 20:56:16.000000 IST	1716737176	2974	2934	34.120.237.76	443	10.0.2.15	34892	6	0x1000	64	0x2756	0xB7F5	invalid
96	May 26 2024 20:56:16.000000 IST	1716737176	317	277	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x43F1	0x43F1	valid
97	May 26 2024 20:56:16.000000 IST	1716737176	221	181	34.120.237.76	443	10.0.2.15	34892	6	0x1800	64	0x56B0	0x56B0	valid
98	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34898	6	0x1000	64	0xE048	0xE048	valid
99	May 26 2024 20:56:16.000000 IST	1716737176	2878	2838	34.120.237.76	443	10.0.2.15	34912	6	0x1800	64	0x26F6	0x9795	invalid
100	May 26 2024 20:56:16.000000 IST	1716737176	317	277	34.120.237.76	443	10.0.2.15	34912	6	0x1800	64	0x8346	0x8346	valid
101	May 26 2024 20:56:16.000000 IST	1716737176	2878	2838	34.120.237.76	443	10.0.2.15	34920	6	0x1800	64	0x26F6	0xF2C9	invalid
102	May 26 2024 20:56:16.000000 IST	1716737176	317	277	34.120.237.76	443	10.0.2.15	34920	6	0x1800	64	0x5410	0x5410	valid
103	May 26 2024 20:56:16.000000 IST	1716737176	2974	2934	34.120.237.76	443	10.0.2.15	34918	6	0x1000	64	0x2756	0xFD10	invalid
104	May 26 2024 20:56:16.000000 IST	1716737176	221	181	34.120.237.76	443	10.0.2.15	34918	6	0x1800	64	0xDFB3	0xDFB3	valid
105	May 26 2024 20:56:16.000000 IST	1716737176	2878	2838	34.120.237.76	443	10.0.2.15	34898	6	0x1800	64	0x26F6	0xCE29	invalid
106	May 26 2024 20:56:16.000000 IST	1716737176	317	277	34.120.237.76	443	10.0.2.15	34898	6	0x1800	64	0xE95D	0xE95D	valid
107	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.160.144.191	443	10.0.2.15	45586	6	0x1000	64	0xB383	0xB383	valid
108	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.160.144.191	443	10.0.2.15	45586	6	0x1000	64	0xB287	0xB287	valid
109	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.160.144.191	443	10.0.2.15	45586	6	0x1000	64	0xB261	0xB261	valid
110	May 26 2024 20:56:16.000000 IST	1716737176	92	52	34.160.144.191	443	10.0.2.15	45586	6	0x1800	64	0x6CEC	0x6CEC	valid
111	May 26 2024 20:56:16.000000 IST	1716737176	386	346	34.160.144.191	443	10.0.2.15	45586	6	0x1800	64	0x2024	0x2024	valid
112	May 26 2024 20:56:16.000000 IST	1716737176	5573	5533	34.160.144.191	443	10.0.2.15	45586	6	0x1800	64	0xD517	0x6A43	invalid
113	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.160.144.191	443	10.0.2.15	45586	6	0x1000	64	0x9B32	0x9B32	valid
114	May 26 2024 20:56:16.000000 IST	1716737176	60	20	184.84.232.79	80	10.0.2.15	34448	6	0x1000	64	0xFB2A	0xFB2A	valid
115	May 26 2024 20:56:16.000000 IST	1716737176	60	16	184.84.232.79	80	10.0.2.15	34454	6	0x1200	64	0x10F2	0x10F2	valid
116	May 26 2024 20:56:16.000000 IST	1716737176	942	902	184.84.232.79	80	10.0.2.15	34448	6	0x1800	64	0x8279	0x8279	valid
117	May 26 2024 20:56:16.000000 IST	1716737176	60	16	184.84.232.79	80	10.0.2.15	34488	6	0x1200	64	0xD17E	0xD17E	valid
118	May 26 2024 20:56:16.000000 IST	1716737176	60	16	184.84.232.79	80	10.0.2.15	34476	6	0x1200	64	0x1793	0x1793	valid
119	May 26 2024 20:56:16.000000 IST	1716737176	60	16	184.84.232.79	80	10.0.2.15	34468	6	0x1200	64	0xE4AD	0xE4AD	valid
120	May 26 2024 20:56:16.000000 IST	1716737176	60	20	184.84.232.79	80	10.0.2.15	34448	6	0x1000	64	0xF5FC	0xF5FC	valid
121	May 26 2024 20:56:16.000000 IST	1716737176	60	20	184.84.232.79	80	10.0.2.15	34488	6	0x1000	64	0xE785	0xE785	valid
122	May 26 2024 20:56:16.000000 IST	1716737176	60	20	184.84.232.79	80	10.0.2.15	34476	6	0x1000	64	0x2D9A	0x2D9A	valid
123	May 26 2024 20:56:16.000000 IST	1716737176	60	20	184.84.232.79	80	10.0.2.15	34454	6	0x1000	64	0x26F9	0x26F9	valid
124	May 26 2024 20:56:16.000000 IST	1716737176	942	902	184.84.232.79	80	10.0.2.15	34448	6	0x1800	64	0x7D4B	0x7D4B	valid
125	May 26 2024 20:56:16.000000 IST	1716737176	942	902	184.84.232.79	80	10.0.2.15	34488	6	0x1800	64	0x6ED4	0x6ED4	valid
126	May 26 2024 20:56:16.000000 IST	1716737176	942	902	184.84.232.79	80	10.0.2.15	34476	6	0x1800	64	0xB4E8	0xB4E8	valid
127	May 26 2024 20:56:16.000000 IST	1716737176	942	902	184.84.232.79	80	10.0.2.15	34454	6	0x1800	64	0xAE47	0xAE47	valid
128	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xF682	0xF682	valid
129	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34892	6	0x1000	64	0x3507	0x3507	valid
130	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xF5D8	0xF5D8	valid
131	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xF436	0xF436	valid
132	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xF1DC	0xF1DC	valid
133	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xEF22	0xEF22	valid
134	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34892	6	0x1000	64	0x344C	0x344C	valid
135	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xEE55	0xEE55	valid
136	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xED4C	0xED4C	valid
137	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xEC5E	0xEC5E	valid
138	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34898	6	0x1000	64	0xD3F9	0xD3F9	valid
139	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34898	6	0x1000	64	0xD33E	0xD33E	valid
140	May 26 2024 20:56:16.000000 IST	1716737176	640	600	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0xE93E	0xE93E	valid
141	May 26 2024 20:56:16.000000 IST	1716737176	640	600	34.120.237.76	443	10.0.2.15	34892	6	0x1800	64	0xAF55	0xAF55	valid
142	May 26 2024 20:56:16.000000 IST	1716737176	85	45	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0xD6E1	0xD6E1	valid
143	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0xE9D6	0xE9D6	valid
144	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34892	6	0x1000	64	0x31EA	0x31EA	valid
145	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34892	6	0x1000	64	0x31E9	0x31E9	valid
146	May 26 2024 20:56:16.000000 IST	1716737176	85	45	34.120.237.76	443	10.0.2.15	34892	6	0x1800	64	0x6603	0x6603	valid
147	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34920	6	0x1000	64	0x3AD3	0x3AD3	valid
148	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34920	6	0x1000	64	0x3A18	0x3A18	valid
149	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34912	6	0x1000	64	0x681C	0x681C	valid
150	May 26 2024 20:56:16.000000 IST	1716737176	8814	8774	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0x3E26	0xE41D	invalid
151	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34912	6	0x1000	64	0x6761	0x6761	valid
152	May 26 2024 20:56:16.000000 IST	1716737176	3138	3098	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x27FA	0x0391	invalid
153	May 26 2024 20:56:16.000000 IST	1716737176	460	420	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0xA578	0xA578	valid
154	May 26 2024 20:56:16.000000 IST	1716737176	9938	9898	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x428A	0xBFED	invalid
155	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34916	6	0x1000	64	0x9339	0x9339	valid
156	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34918	6	0x1000	64	0x09F4	0x09F4	valid
157	May 26 2024 20:56:16.000000 IST	1716737176	671	631	34.120.237.76	443	10.0.2.15	34898	6	0x1800	64	0x0ABF	0x0ABF	valid
158	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34918	6	0x1000	64	0x0939	0x0939	valid
159	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34898	6	0x1000	64	0xD0BD	0xD0BD	valid
160	May 26 2024 20:56:16.000000 IST	1716737176	1466	1426	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0xC02C	0xC02C	valid
161	May 26 2024 20:56:16.000000 IST	1716737176	4290	4250	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x2C7A	0xA506	invalid
162	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34898	6	0x1000	64	0xD0BC	0xD0BC	valid
163	May 26 2024 20:56:16.000000 IST	1716737176	671	631	34.120.237.76	443	10.0.2.15	34920	6	0x1800	64	0x5BBF	0x5BBF	valid
164	May 26 2024 20:56:16.000000 IST	1716737176	2878	2838	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x26F6	0x4E27	invalid
165	May 26 2024 20:56:16.000000 IST	1716737176	640	600	34.120.237.76	443	10.0.2.15	34912	6	0x1800	64	0xC100	0xC100	valid
166	May 26 2024 20:56:16.000000 IST	1716737176	4290	4250	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x2C7A	0x64DF	invalid
167	May 26 2024 20:56:16.000000 IST	1716737176	5702	5662	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x31FE	0xAA1E	invalid
168	May 26 2024 20:56:16.000000 IST	1716737176	85	45	34.120.237.76	443	10.0.2.15	34912	6	0x1800	64	0x1B4D	0x1B4D	valid
169	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34920	6	0x1000	64	0x3797	0x3797	valid
170	May 26 2024 20:56:16.000000 IST	1716737176	1466	1426	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x8AAC	0x8AAC	valid
171	May 26 2024 20:56:16.000000 IST	1716737176	4290	4250	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x2C7A	0xD30B	invalid
172	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34920	6	0x1000	64	0x3796	0x3796	valid
173	May 26 2024 20:56:16.000000 IST	1716737176	1466	1426	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x488D	0x488D	valid
174	May 26 2024 20:56:16.000000 IST	1716737176	2878	2838	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x26F6	0xB798	invalid
175	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34898	6	0x1100	64	0xD0BB	0xD0BB	valid
176	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34912	6	0x1000	64	0x64E0	0x64E0	valid
177	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34912	6	0x1000	64	0x64DF	0x64DF	valid
178	May 26 2024 20:56:16.000000 IST	1716737176	671	631	34.120.237.76	443	10.0.2.15	34918	6	0x1800	64	0x8872	0x8872	valid
179	May 26 2024 20:56:16.000000 IST	1716737176	16998	16958	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x5E1E	0x6D63	invalid
180	May 26 2024 20:56:16.000000 IST	1716737176	3619	3579	34.120.237.76	443	10.0.2.15	34916	6	0x1800	64	0x29DB	0xF6B2	invalid
181	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34918	6	0x1000	64	0x06B8	0x06B8	valid
182	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34920	6	0x1100	64	0x3795	0x3795	valid
183	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34912	6	0x1100	64	0x64DE	0x64DE	valid
184	May 26 2024 20:56:16.000000 IST	1716737176	60	20	34.120.237.76	443	10.0.2.15	34918	6	0x1000	64	0x06B7	0x06B7	valid
